Set,Number,Purpose,Chem1,Chem2,Chem3,Chem4,Chem5,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,Mval_01.1,Mval_01.2,Mval_02,Mval_03.1,Mval_03.2,Mval_04,Mval_05,Mval_06.1,Mval_06.2,Remarks
20020512OPA,7,Condition_0844,CHM856,FKI70,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.19,88.44,,,,,,,,
20020512OPA,8,Condition_0844,CHM856,FKI70,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.18,88.46,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020513OPH,1,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.65,87.16,,,,,,-0.076457606,-0.058126998,
20020513OPH,2,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.49,87.23,,,,,,x,x,
20020513OPH,3,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.60,87.16,,,,,,x,x,
20020513OPH,4,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.77,87.18,,,,,,-0.071331765,-0.054154675,
20020513OPH,5,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.64,86.48,,,,,,x,x,
20020513OPH,6,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.80,86.16,,,,,,x,x,
20020513OPH,7,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.80,86.10,,,,,,x,x,
20020513OPH,8,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.82,86.49,,,,,,x,x,
20020513OPH,9,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.44,85.39,,,,,,x,x,
20020513OPH,10,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.66,85.41,,,,,,x,x,
20020513OPH,11,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.51,85.43,,,,,,x,x,
20020513OPH,12,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.65,85.48,,,,,,x,x,
20020513OPH,13,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.49,82.20,,,,,,x,x,
20020513OPH,14,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.70,83.72,,,,,,x,x,
20020513OPH,15,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.44,82.82,,,,,,x,x,
20020513OPH,16,Condition_0845,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.55,83.90,,,,,,x,x,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020513OPD,1,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.17,87.60,,,,,,x,x,
20020513OPD,2,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.25,87.41,,,,,,x,x,
20020513OPD,3,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.32,87.40,,,,,,-0.054477339,-0.042209355,
20020513OPD,4,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.18,87.53,,,,,,x,x,
20020513OPD,5,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.39,87.38,,,,,,-0.056962028,-0.04308637,
20020513OPD,6,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.15,87.30,,,,,,x,x,
20020513OPD,7,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.16,87.33,,,,,,-0.064224322,-0.049637891,
20020513OPD,8,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,3.95,87.48,,,,,,-0.065969768,-0.050683973,
20020513OPD,9,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.28,87.04,,,,,,-0.109480862,-0.084870756,
20020513OPD,10,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.32,86.98,,,,,,x,x,
20020513OPD,11,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.32,87.12,,,,,,x,x,
20020513OPD,12,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.51,86.97,,,,,,x,x,
20020513OPD,13,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.17,86.89,,,,,,x,x,
20020513OPD,14,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.60,86.84,,,,,,x,x,
20020513OPD,15,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.38,86.87,,,,,,x,x,
20020513OPD,16,Condition_0845,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.18,86.81,,,,,,x,x,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020518OPA,1,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.67,,88.14,,,,,-0.02462,-0.01779,
20020518OPA,2,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.76,,88.05,,,,,-0.02102,-0.01581,
20020518OPA,3,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.52,,88.09,,,,,-0.02056,-0.01796,
20020518OPA,4,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.61,,88.04,,,,,-0.02218,-0.01648,
20020518OPA,5,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.54,,87.94,,,,,-0.0246,-0.02004,
20020518OPA,6,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.33,,88.04,,,,,-0.02949,-0.02571,
20020518OPA,7,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.37,,87.81,,,,,-0.02965,-0.01783,
20020518OPA,8,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.18,,87.72,,,,,-0.02974,-0.02295,
20020518OPA,9,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.33,,87.96,,,,,-0.03115,-0.0272,
20020518OPA,10,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.35,,87.91,,,,,-0.03372,-0.02776,
20020518OPA,11,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.19,,87.88,,,,,-0.03503,-0.02354,
20020518OPA,12,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.06,,87.85,,,,,-0.03497,-0.02564,
20020518OPA,13,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.02,,87.84,,,,,-0.03955,-0.02977,
20020518OPA,14,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,3.91,,87.76,,,,,-0.04379,-0.03405,
20020518OPA,15,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,0.00,,x,,,,,x,x,
20020518OPA,16,Condition_0846,,DXX,15,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,87.80,,,,,-0.03613,-0.02921,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020518OPH,1,Condition_0847,,,100,,4.5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.59,,88.12,,,,,-0.03186,-0.02145,
20020518OPH,2,Condition_0847,,,100,,4.5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.57,,88.05,,,,,-0.03908,-0.02965,
20020518OPH,3,Condition_0847,,,100,,4.5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.43,,88.16,,,,,-0.02638,-0.02521,
20020518OPH,4,Condition_0847,,,100,,4.5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.61,,88.18,,,,,-0.0329,-0.02526,
20020518OPH,5,Condition_0848,,,100,,4.5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.36,,88.21,,,,,-0.03021,-0.02229,
20020518OPH,6,Condition_0848,,,100,,4.5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.62,,88.13,,,,,-0.03101,-0.02135,
20020518OPH,7,Condition_0848,,,100,,4.5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.77,,88.18,,,,,-0.03585,-0.02797,
20020518OPH,8,Condition_0848,,,100,,4.5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.39,,88.14,,,,,-0.03344,-0.0224,
20020518OPH,9,Condition_0849,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.79,,88.43,,,,,-0.02306,-0.01969,
20020518OPH,10,Condition_0849,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.23,,88.47,,,,,-0.02411,-0.02881,
20020518OPH,11,Condition_0849,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.60,,88.67,,,,,-0.01549,-0.01808,
20020518OPH,12,Condition_0849,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.34,,88.50,,,,,-0.02906,-0.02063,
20020518OPH,13,Condition_0850,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.49,,88.28,,,,,-0.03989,-0.03076,
20020518OPH,14,Condition_0850,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.78,,88.47,,,,,-0.02695,-0.02033,
20020518OPH,15,Condition_0850,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.70,,88.31,,,,,-0.02927,-0.02197,
20020518OPH,16,Condition_0850,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.62,,88.49,,,,,-0.03583,-0.0283,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020526OPA,1,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.34,,88.35,x,x,x,98,,,
20020526OPA,2,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.19,,88.40,64.21,45.40,646,,,,
20020526OPA,3,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.06,,88.29,64.16,46.74,614,,,,
20020526OPA,4,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.16,,88.37,64.67,46.13,637,,,,
20020526OPA,5,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.26,,88.20,x,x,x,38,,,
20020526OPA,6,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.11,,88.13,97.40,84.86,247,,,,
20020526OPA,7,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.29,,88.23,97.75,83.70,217,,,,
20020526OPA,8,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.35,,88.10,95.27,53.20,421,,,,
20020526OPA,9,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.12,,88.25,x,x,x,107,,,
20020526OPA,10,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.16,,88.30,78.84,46.45,946,,,,
20020526OPA,11,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.26,,88.27,77.55,46.84,895,,,,
20020526OPA,12,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.18,,88.35,81.35,49.11,800,,,,
20020526OPA,13,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.11,,88.31,x,x,x,72,,,
20020526OPA,14,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.06,,88.23,70.02,47.27,772,,,,
20020526OPA,15,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.48,,88.33,71.44,46.82,718,,,,
20020526OPA,16,Condition_0851,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.18,,88.35,74.44,51.11,597,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020526OPH,1,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,3.99,,87.98,x,x,x,-10,,,
20020526OPH,2,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.26,,87.98,99.64,97.12,52,,,,
20020526OPH,3,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.21,,88.05,99.60,96.57,60,,,,
20020526OPH,4,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.46,,87.90,99.60,96.03,67,,,,
20020526OPH,5,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.02,,87.82,99.55,96.53,59,,,,
20020526OPH,6,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.12,,87.93,x,x,x,-19,,,
20020526OPH,7,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.23,,87.97,99.61,96.82,54,,,,
20020526OPH,8,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.27,,87.96,99.68,97.54,48,,,,
20020526OPH,9,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.35,,87.14,99.38,94.29,83,,,,
20020526OPH,10,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.53,,87.81,x,x,x,2,,,
20020526OPH,11,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.20,,87.85,99.65,97.25,47,,,,
20020526OPH,12,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.33,,88.01,99.36,93.55,114,,,,
20020526OPH,13,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,3.98,,88.03,98.92,84.38,67,,,,
20020526OPH,14,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.09,,87.95,x,x,x,-13,,,
20020526OPH,15,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.31,,87.97,99.62,97.39,43,,,,
20020526OPH,16,Condition_0852,,DXX,15,,826,Sub-I,100,90,80,40,200,22,40,30,130,4.41,,87.87,99.61,97.31,43,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020527OPD,1,Condition_0853,,,100,,4.5TSV50HI50,Sub-I,100,90,80,40,200,22,40,30,130,4.70,,87.79,99.31,93.99,97,,,,
20020527OPD,2,Condition_0853,,,100,,4.5TSV50HI50,Sub-I,100,90,80,40,200,22,40,30,130,4.40,,87.92,99.26,94.20,96,,,,
20020527OPD,3,Condition_0853,,,100,,4.5TSV50HI50,Sub-I,100,90,80,40,200,22,40,30,130,4.27,,87.90,99.24,93.90,101,,,,
20020527OPD,4,Condition_0853,,,100,,4.5TSV50HI50,Sub-I,100,90,80,40,200,22,40,30,130,4.27,,87.89,x,x,x,150,,,
20020527OPD,5,Condition_0854,,,100,,4.5TSV50HI50,Sub-I,100,90,80,40,200,22,40,30,130,4.38,,87.77,x,x,x,109,,,
20020527OPD,6,Condition_0854,,,100,,4.5TSV50HI50,Sub-I,100,90,80,40,200,22,40,30,130,4.63,,87.76,99.22,93.17,109,,,,
20020527OPD,7,Condition_0854,,,100,,4.5TSV50HI50,Sub-I,100,90,80,40,200,22,40,30,130,3.97,,88.21,99.28,93.48,108,,,,
20020527OPD,8,Condition_0854,,,100,,4.5TSV50HI50,Sub-I,100,90,80,40,200,22,40,30,130,3.89,,88.36,99.25,94.15,104,,,,
20020527OPD,9,Condition_0855,CHM856,FKI70,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,3.93,,88.60,99.04,96.76,46,,,,
20020527OPD,10,Condition_0855,CHM856,FKI70,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,3.96,,88.60,99.31,96.45,52,,,,
20020527OPD,11,Condition_0855,CHM856,FKI70,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,3.82,,88.58,99.21,95.95,66,,,,
20020527OPD,12,Condition_0855,CHM856,FKI70,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.18,,88.48,x,x,x,18,,,
20020527OPD,13,Condition_0856,CHM856,FKI70,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,3.98,,87.92,99.40,96.07,60,,,,
20020527OPD,14,Condition_0856,CHM856,FKI70,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.04,,88.27,99.36,96.40,53,,,,
20020527OPD,15,Condition_0856,CHM856,FKI70,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.28,,88.24,x,x,x,19,,,
20020527OPD,16,Condition_0856,CHM856,FKI70,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,3.93,,88.17,99.40,96.63,52,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020602OPA,1,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.21,,87.85,x,x,x,-7,,,
20020602OPA,2,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.17,,87.98,99.13,92.62,101,,,,
20020602OPA,3,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.20,,87.95,99.34,93.53,87,,,,
20020602OPA,4,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.21,,87.99,99.25,93.31,91,,,,
20020602OPA,5,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.13,,87.81,x,x,x,-21,,,
20020602OPA,6,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,5.03,,88.22,99.27,94.46,63,,,,
20020602OPA,7,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.25,,87.83,99.39,95.05,63,,,,
20020602OPA,8,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.09,,87.80,99.35,95.32,63,,,,
20020602OPA,9,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.45,,87.87,x,x,x,-16,,,
20020602OPA,10,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.30,,87.69,99.46,96.92,36,,,,
20020602OPA,11,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.18,,87.83,99.29,95.55,54,,,,
20020602OPA,12,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.22,,87.77,99.37,95.05,60,,,,
20020602OPA,13,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.34,,87.83,x,x,x,-23,,,
20020602OPA,14,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.15,,87.75,99.33,96.05,47,,,,
20020602OPA,15,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.53,,87.72,99.31,95.74,52,,,,
20020602OPA,16,Condition_0857,,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.20,,87.91,99.43,95.42,61,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020602OPH,1,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.59,,88.00,,,,,-0.0185,-0.013,
20020602OPH,2,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.53,,88.09,,,,,-0.017,-0.0115,
20020602OPH,3,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.68,,87.87,,,,,-0.02,-0.013,
20020602OPH,4,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.59,,88.02,,,,,-0.028,-0.0205,
20020602OPH,5,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.56,,88.07,,,,,-0.024,-0.0155,
20020602OPH,6,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.65,,87.84,,,,,-0.0215,-0.015,
20020602OPH,7,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.63,,87.90,,,,,-0.024,-0.0155,
20020602OPH,8,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.76,,87.98,,,,,-0.021,-0.012,
20020602OPH,9,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.59,,87.89,,,,,-0.028,-0.017,
20020602OPH,10,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.79,,87.82,,,,,-0.0275,-0.0185,
20020602OPH,11,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.69,,87.75,,,,,-0.0275,-0.018,
20020602OPH,12,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.55,,87.80,,,,,-0.0285,-0.019,
20020602OPH,13,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.61,,87.85,,,,,-0.0285,-0.02,
20020602OPH,14,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.70,,87.89,,,,,-0.024,-0.017,
20020602OPH,15,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.74,,87.88,,,,,-0.0245,-0.017,
20020602OPH,16,Condition_0858,,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.71,,87.91,,,,,-0.026,-0.018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020603OPD,1,Condition_0859,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.14,,88.20,,,,,-0.0355,-0.024,
20020603OPD,2,Condition_0859,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.52,,88.50,,,,,-0.0465,-0.029,
20020603OPD,3,Condition_0859,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.31,,88.38,,,,,-0.0355,-0.024,
20020603OPD,4,Condition_0859,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.15,,88.60,,,,,-0.0385,-0.026,
20020603OPD,5,Condition_0859,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.11,,88.54,,,,,-0.039,-0.023,
20020603OPD,6,Condition_0859,,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.16,,88.21,,,,,-0.036,-0.0245,
20020603OPD,7,Condition_0860,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.26,,88.18,,,,,-0.033,-0.024,
20020603OPD,8,Condition_0860,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.17,,88.33,,,,,-0.0325,-0.024,
20020603OPD,9,Condition_0860,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.19,,88.28,,,,,-0.0305,-0.0195,
20020603OPD,10,Condition_0860,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.22,,88.30,,,,,-0.0305,-0.021,
20020603OPD,11,Condition_0860,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.30,,88.24,,,,,-0.033,-0.0245,
20020603OPD,12,Condition_0860,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,88.39,,,,,-0.0275,-0.02,
20020603OPD,13,Condition_0861,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.20,,88.24,,,,,-0.0265,-0.019,
20020603OPD,14,Condition_0861,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.30,,88.23,,,,,-0.023,-0.016,
20020603OPD,15,Condition_0861,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.27,,88.20,,,,,-0.026,-0.018,
20020603OPD,16,Condition_0861,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.15,,88.18,,,,,-0.025,-0.0165,
20020603OPD,17,Condition_0861,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.16,,88.18,,,,,x,x,
20020603OPD,18,Condition_0861,CHM856,FKI70,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.23,,88.23,,,,,x,x,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20020608OPA,1,Condition_0862,CHM804,DXX,5,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.44,,88.57,,,,,-0.031362959,-0.023698843,
20020608OPA,2,Condition_0862,CHM804,DXX,5,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.48,,88.63,,,,,-0.026238725,-0.020865777,
20020608OPA,3,Condition_0862,CHM804,DXX,5,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.38,,88.94,,,,,-0.02608712,-0.023016575,
20020608OPA,4,Condition_0862,CHM804,DXX,5,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.42,,88.60,,,,,-0.024209431,-0.015235502,
20020608OPA,5,Condition_0863,CHM804,DXX,5,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.49,,88.49,,,,,-0.02582679,-0.021917309,
20020608OPA,6,Condition_0863,CHM804,DXX,5,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.46,,88.60,,,,,-0.036019279,-0.027705902,
20020608OPA,7,Condition_0863,CHM804,DXX,5,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.31,,88.46,,,,,-0.025440367,-0.02138218,
20020608OPA,8,Condition_0863,CHM804,DXX,5,,826,Sub-II,100,90,80,40,200,22,40,30,130,4.66,,88.70,,,,,-0.025142784,-0.018782868,
20020608OPA,9,Condition_0864,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.45,,88.38,,,,,-0.020831068,-0.013515566,
20020608OPA,10,Condition_0864,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.49,,88.31,,,,,-0.024514064,-0.016648701,
20020608OPA,11,Condition_0864,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.43,,88.38,,,,,-0.024533229,-0.017237785,
20020608OPA,12,Condition_0864,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.43,,88.71,,,,,-0.02116525,-0.01494211,
20020608OPA,13,Condition_0865,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.71,,88.37,,,,,-0.022200064,-0.017645493,
20020608OPA,14,Condition_0865,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.50,,88.33,,,,,-0.01915686,-0.012395756,
20020608OPA,15,Condition_0865,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.81,,88.29,,,,,-0.023118589,-0.01342374,
